N,kappa,pi,seed,contrast,SAA,k_star_c,E,Rg
64,0.0,0.9,1,0.01136270442060552,0.04318646599633626,1.3504306052945574,-35052.471435546875,3.332696784501191
64,0.0,0.9,2,0.011910655201965735,0.04285995717131937,1.3504306052945574,-35524.52671813965,3.2040462730298436
64,0.0,0.9,3,0.0025204240966955876,0.002464038275566579,0.859364930641991,4.889280618615043e+18,10714771.43197042
64,0.0,0.9,4,0.012739211801622068,0.027439995868986995,1.3504306052945574,-35380.33222961426,3.158447216029515
64,0.3,0.99,1,0.01415999536882956,0.04967565470108826,1.104897767968274,-35986.72904968262,3.2991665936890096
64,0.3,0.99,2,0.016793804596928766,0.050031190676831525,0.859364930641991,-36694.01426696777,3.184020533455953
64,0.3,0.99,3,0.018967678074617023,0.052304995769169624,0.6138320933157079,-36142.251708984375,3.2035630948137936
64,0.3,0.99,4,0.015716270004077035,0.03579285925748191,1.104897767968274,-36402.52835845947,3.1481372677154686
64,0.3,0.9,1,0.01494552164271605,0.050264079013542864,1.104897767968274,-35795.80514526367,3.320521137715266
64,0.3,0.9,2,0.01288963951436031,0.0400282492385259,1.3504306052945574,-35718.93896484375,3.2069164821487015
64,0.3,0.9,3,0.0025458503772047645,0.002590778469223908,0.6138320933157079,4.941741555387513e+18,10463671.133646706
64,0.3,0.9,4,0.01327071765770978,0.023665943353957525,1.3504306052945574,-35677.5244140625,3.179095960885459
64,0.6,0.99,1,0.050573558540478535,0.07042459482097353,0.6138320933157079,-38925.189949035645,3.2834482515936605
64,0.6,0.99,2,0.04808862064682348,0.06581989743244859,0.6138320933157079,-38909.59164428711,3.160340792110612
64,0.6,0.99,3,0.05688017525092759,0.07600721990591781,0.6138320933157079,-38519.13415527344,3.2051029748135544
64,0.6,0.99,4,0.042960038326795395,0.05090374306264622,0.6138320933157079,-39085.44256591797,3.1257575382139136
64,0.6,0.9,1,0.024321022472951648,0.049392379940911876,0.859364930641991,-37239.60957336426,3.3242576223892137
64,0.6,0.9,2,0.02312547507733562,0.05010123698213066,0.859364930641991,-37727.8868560791,3.222048842628475
64,0.6,0.9,3,0.0024447693679191572,0.002564664514013605,1.3504306052945574,5.034153170256845e+18,10453898.94826957
64,0.6,0.9,4,0.02170948984692574,0.031000749077517948,1.104897767968274,-37309.397117614746,3.155678678493422
64,0.9,0.99,1,0.12122087317643099,0.10055624273327875,0.6138320933157079,-42663.61874389648,3.2142328918461556
64,0.9,0.99,2,0.1062040064829425,0.08721577754167209,0.6138320933157079,-42200.147888183594,3.1352620392687696
64,0.9,0.99,3,0.11507410630362955,0.1003963285825266,0.6138320933157079,-41915.92198944092,3.193357985231303
64,0.9,0.99,4,0.10152556393057907,0.07728114850961942,0.6138320933157079,-42490.432388305664,3.1023097676488995
64,0.9,0.9,1,0.044980532311398196,0.060835715023560444,0.859364930641991,-39478.96095275879,3.3222884616977373
64,0.9,0.9,2,0.05455936712845028,0.06359917061052012,0.6138320933157079,-39722.274185180664,3.2611579804784125
64,0.9,0.9,3,0.04597758305969002,0.06683431529058201,0.6138320933157079,-39635.839347839355,3.269082632130875
64,0.9,0.9,4,0.04468442921223648,0.043576631307548526,0.859364930641991,-39517.46235656738,3.1639793452814557
64,1.0,0.99,1,0.17980467855619714,0.13354358862742183,0.6138320933157079,-44941.54444885254,3.2682964454319654
64,1.0,0.99,2,0.19379187146275295,0.13879038345699207,0.6138320933157079,-44314.07360076904,3.1614589524235575
64,1.0,0.99,3,0.1880359175338271,0.13615483801065417,0.6138320933157079,-44363.7452545166,3.052433497326963
64,1.0,0.99,4,0.15801661068302625,0.1089567797169018,0.6138320933157079,-43800.32795715332,3.2878668981053565
64,1.0,0.9,1,0.07524138109440644,0.08429719077860642,0.6138320933157079,-40992.326431274414,3.4078062310122297
64,1.0,0.9,2,0.056857403015918226,0.06837805935005345,0.6138320933157079,-40359.894454956055,3.318654634521523
64,1.0,0.9,3,0.0711260016985105,0.06749975351743843,0.6138320933157079,-41216.68985748291,3.14301529107644
64,1.0,0.9,4,0.04856593396874319,0.049937377759371814,0.859364930641991,-40492.80057525635,3.294198917322147
96,0.0,0.99,1,0.027734148784775377,0.14203106483363626,1.394356589165835,-52683.77648925781,3.980436731949701
96,0.0,0.99,2,0.027572232981740667,0.12095674539556582,1.1798401908326297,-53321.26037597656,3.805823627191609
96,0.0,0.99,3,0.026757050057081844,0.12003958251422238,1.394356589165835,-52787.64222717285,4.003557674650271
96,0.0,0.99,4,0.025777813489042727,0.11683403315299405,1.1798401908326297,-52925.704330444336,3.9193229599111663
96,0.0,0.9,1,0.027490024909955144,0.14809918424309224,1.394356589165835,-52869.149185180664,3.9904129497192193
96,0.0,0.9,2,0.028109965699630812,0.1341301333485867,1.1798401908326297,-52776.56123352051,3.820688022721442
96,0.0,0.9,3,0.026948273481174092,0.12317848668254046,1.394356589165835,-52926.079666137695,4.018566118960943
96,0.0,0.9,4,0.025852879237253896,0.1161383284803112,1.1798401908326297,-52841.2022857666,3.947392255594325
96,0.3,0.99,1,0.05721467167647616,0.17611882837075488,0.5362909958330135,-54305.85353088379,3.9759399192425287
96,0.3,0.99,2,0.03274026068151428,0.14185452542435958,1.1798401908326297,-54594.816986083984,3.829091321606774
96,0.3,0.99,3,0.037017638976512515,0.14051776813388428,0.7508073941662189,-54142.705154418945,4.031821004744679
96,0.3,0.99,4,0.03609724633461317,0.1108262390831867,0.9653237924994243,-54345.38838195801,3.9442366493784298
96,0.3,0.9,1,0.028216312926435897,0.12630989162022743,1.394356589165835,-53270.16841125488,3.965167615697169
96,0.3,0.9,2,0.03278101002378453,0.12051394741854082,1.1798401908326297,-54218.69561767578,3.840187168711388
96,0.3,0.9,3,0.028264752820806212,0.1271102344838762,1.1798401908326297,-53550.87919616699,4.041943374547999
96,0.3,0.9,4,0.032047602410295445,0.11762138461807081,1.1798401908326297,-53496.63752746582,3.951770082473261
96,0.6,0.99,1,0.15736231874911652,0.22028694840993435,0.5362909958330135,-57686.76235961914,3.9476017495157896
96,0.6,0.99,2,0.09214757736475958,0.17304321118788935,0.5362909958330135,-57965.93585205078,3.815182150066213
96,0.6,0.99,3,0.11155399339021077,0.172081830524609,0.5362909958330135,-57893.28498840332,3.985347105381704
96,0.6,0.99,4,0.06403796947193949,0.12646707916384384,0.9653237924994243,-57041.40100097656,3.881886749183763
96,0.6,0.9,1,0.044178479090869,0.12161232418022709,0.9653237924994243,-55652.48147583008,3.995542609790283
96,0.6,0.9,2,0.049393207673169126,0.13485139058838466,0.9653237924994243,-56423.44903564453,3.868731935749796
96,0.6,0.9,3,0.04792074742853207,0.13053699976270844,0.7508073941662189,-55879.21495056152,4.035420869663828
96,0.6,0.9,4,0.049291524317659874,0.11963058228233414,0.9653237924994243,-55855.247161865234,3.9719669254624015
96,0.9,0.99,1,0.3320503771872181,0.2932971163387368,0.5362909958330135,-63163.121002197266,3.931398294957808
96,0.9,0.99,2,0.26043978389956274,0.23232293827892736,0.5362909958330135,-63544.825286865234,3.7524606232820528
96,0.9,0.99,3,0.307705861618728,0.26562220760556104,0.5362909958330135,-64067.90184020996,3.9449858217089906
96,0.9,0.99,4,0.2904126907584215,0.23531463397527416,0.5362909958330135,-63568.195068359375,3.854595859080538
96,0.9,0.9,1,0.10548069985592402,0.13117426315112393,0.7508073941662189,-59640.33638000488,4.035406838982043
96,0.9,0.9,2,0.10161183600121812,0.1587416893454246,0.7508073941662189,-59247.16795349121,3.856769340262875
96,0.9,0.9,3,0.10824744579417525,0.17767989577057416,0.5362909958330135,-59368.38471984863,4.08476877483235
96,0.9,0.9,4,0.08086672731065127,0.1428162458240379,0.9653237924994243,-58973.78843688965,4.036666061224182
96,1.0,0.99,1,0.42731696707424727,0.3530881888056552,0.5362909958330135,-66762.91334533691,3.975710735641705
96,1.0,0.99,2,0.4895757865506576,0.3608429744679149,0.5362909958330135,-66923.1898651123,3.82284557999997
96,1.0,0.99,3,0.4802594725905185,0.3919989117023016,0.5362909958330135,-67039.14971923828,3.8268689279004073
96,1.0,0.99,4,0.4099161836065494,0.30224020378382105,0.5362909958330135,-65530.72717285156,3.844138010675027
96,1.0,0.9,1,0.1424200361408552,0.2277909865830746,0.5362909958330135,-60843.80480957031,4.081459343464655
96,1.0,0.9,2,0.13135611662958768,0.17110432213832655,0.5362909958330135,-61360.33169555664,3.968182633726837
96,1.0,0.9,3,0.12852699213090868,0.17539629268481674,0.7508073941662189,-60652.77256774902,3.951245597462061
96,1.0,0.9,4,0.12305576330671697,0.1461406605523407,0.7508073941662189,-60237.913635253906,3.9472982564691375
