eps,kappa,pi,seed,contrast,SAA,k_star_c,E,Rg
0.005,1.0,0.99,4,0.03750498301614259,0.02738039447239838,0.7139983303613167,-27773.282508850098,2.541912850636429
0.005,1.0,0.9,1,0.0184368924000054,0.02133574244850936,0.9995976625058433,-24926.570823669434,2.573933642726603
0.005,1.0,0.9,2,0.03243657277322615,0.028702941449780063,0.7139983303613167,-25679.560691833496,2.531200873512324
0.005,1.0,0.9,3,0.02022124820172224,0.025578389027438742,0.7139983303613167,-24755.518771648407,2.5520569806757023
0.005,1.0,0.9,4,0.01738095376731106,0.019560299994803493,0.7139983303613167,-25408.969944000244,2.649531309476664
0.01,0.5,0.99,1,0.013263652355954949,0.01784217609766544,0.7139983303613167,-23770.77537918091,2.5484590870628425
0.01,0.5,0.99,2,0.011966519124597008,0.018534262179937182,0.7139983303613167,-23154.66382598877,2.5094436961109765
0.01,0.5,0.99,3,0.012009137721478264,0.018677600635845767,0.7139983303613167,-23167.441802978516,2.512670715898748
0.01,0.5,0.99,4,0.007385687148201597,0.01667911331730955,0.9995976625058433,-23214.792205810547,2.45568162064189
0.01,0.5,0.9,1,0.006405911501937798,0.013184905640698968,0.9995976625058433,-23369.423431396484,2.576211281623091
0.01,0.5,0.9,2,0.006125473360541922,0.012038787973010768,0.9995976625058433,-22981.36250305176,2.53719468595698
0.01,0.5,0.9,3,0.008428861191833026,0.014879887078997636,0.9995976625058433,-22841.120540618896,2.529185564679289
0.01,0.5,0.9,4,0.00904588312592278,0.018270937580539732,0.7139983303613167,-22594.11354827881,2.466819550948021
0.01,0.7,0.99,1,0.028865785573302962,0.026876135859123886,0.7139983303613167,-25057.07125854492,2.513110460707294
0.01,0.7,0.99,2,0.020923705103496275,0.022981539799726818,0.7139983303613167,-24465.52206802368,2.5323017753974875
0.01,0.7,0.99,3,0.01962576764788855,0.020234638251905045,0.7139983303613167,-24644.326011657715,2.5017073028430477
0.01,0.7,0.99,4,0.014151657096698234,0.017116812284547308,0.7139983303613167,-24784.9542388916,2.4243545203344237
0.01,0.7,0.9,1,0.009634138097571599,0.016246530975694968,0.7139983303613167,-23385.858001708984,2.568182892228673
0.01,0.7,0.9,2,0.009939138640640874,0.015006012172533102,0.7139983303613167,-23581.97385406494,2.5528312785348035
0.01,0.7,0.9,3,0.014180602763660496,0.02001060089474694,0.7139983303613167,-23834.631601333615,2.5700089270444
0.01,0.7,0.9,4,0.014487538720364122,0.021001435211219034,0.7139983303613167,-23444.361038208008,2.5319785040720806
0.01,0.95,0.99,1,0.052656218361640764,0.03622545714961256,0.7139983303613167,-27521.17901611328,2.5297349556838338
0.01,0.95,0.99,2,0.03833448517470412,0.030593251073970394,0.7139983303613167,-26392.817192077637,2.5188272109895187
0.01,0.95,0.99,3,0.03983048110268235,0.029103668913896142,0.7139983303613167,-26905.45323944092,2.4952371139212395
0.01,0.95,0.99,4,0.03706085367590853,0.028108686763784085,0.7139983303613167,-27092.946216583252,2.433836749442306
0.01,0.95,0.9,1,0.01699558692036858,0.016983242124566512,0.7139983303613167,-25190.1404876709,2.668452284831199
0.01,0.95,0.9,2,0.023414279458795546,0.021824100357875728,0.7139983303613167,-25461.561897277832,2.6267166916898215
0.01,0.95,0.9,3,0.02929825654661397,0.027024226780475825,0.7139983303613167,-25344.17543029785,2.5985027974562676
0.01,0.95,0.9,4,0.02709638513911505,0.027044389321304964,0.7139983303613167,-25245.793548583984,2.5974079119005276
0.01,0.9,0.99,1,0.04187371287996401,0.031355477975430875,0.7139983303613167,-26506.92867088318,2.55809834595105
0.01,0.9,0.99,2,0.033872403489826175,0.02854295268880582,0.7139983303613167,-26087.80153274536,2.517644609966766
0.01,0.9,0.99,3,0.03600923284694869,0.026095993701165898,0.7139983303613167,-26384.772607803345,2.4513589376217935
0.01,0.9,0.99,4,0.032544295767811426,0.025323056252230663,0.7139983303613167,-26264.38226985931,2.428200948898049
0.01,0.9,0.9,1,0.0158486411317357,0.018872023507718515,0.7139983303613167,-24379.3052444458,2.6283473683575704
0.01,0.9,0.9,2,0.016649946227126775,0.01759517393905238,0.9995976625058433,-24683.62599372864,2.592146880639776
0.01,0.9,0.9,3,0.026096606548127073,0.026236855957568018,0.7139983303613167,-24973.9487323761,2.611526943828638
0.01,0.9,0.9,4,0.02741880840121085,0.027268442822512656,0.7139983303613167,-24783.97469329834,2.5890019540699845
0.01,1.0,0.99,1,0.05765975928144096,0.04019631860667337,0.7139983303613167,-28534.9234085083,2.498725145690023
0.01,1.0,0.99,2,0.0565452981766693,0.03723505729733034,0.7139983303613167,-27770.115196228027,2.437345726472521
0.01,1.0,0.99,3,0.05519156072090793,0.04168747599556162,0.7139983303613167,-27972.47396850586,2.4835625299370694
0.01,1.0,0.99,4,0.04221561246344743,0.028321015841997338,0.7139983303613167,-27649.56996917725,2.5089289867269864
0.01,1.0,0.9,1,0.021246855787082294,0.024059857476723547,0.7139983303613167,-25576.623363494873,2.6351221958188873
0.01,1.0,0.9,2,0.030700591864073336,0.025031181952117416,0.7139983303613167,-25693.439052581787,2.559151223897459
0.01,1.0,0.9,3,0.02531403311529226,0.023283956250094412,0.7139983303613167,-25574.869972229004,2.615899377481466
0.01,1.0,0.9,4,0.02099931994325023,0.02170204530745319,0.7139983303613167,-25557.868476867676,2.674292250781274
