T_q,kappa,contrast_peak,contrast_std,SAA_peak,E_final,n
2.5,0.0,0.003355826965275669,0.00045735454840567323,0.013344506335312192,-11420.360435644785,3
2.5,0.05,0.0031622148613827117,0.0001452670405892391,0.0139742861682284,-11342.935595353445,3
2.5,0.1,0.0030107462089142083,0.0002719858714239471,0.013919111480888263,-11425.162728945414,3
2.5,0.15,0.0033782721616754823,0.0004134409855293062,0.013657499065936753,-11485.57547791799,3
2.5,0.2,0.0031141287504542516,8.70941648854791e-05,0.013299953464699886,-11321.22139708201,3
2.5,0.25,0.003279242068619792,0.00025699193589692786,0.013393163982485445,-11413.657762050629,3
2.5,0.3,0.0032829270089959704,0.000319282394118184,0.013519805133777424,-11401.899149576822,3
2.5,0.35,0.0034824726476920475,0.00024955371312153834,0.013274964203409817,-11473.43418041865,3
2.5,0.4,0.0039469361554487796,0.0003238979419630746,0.013491962117549272,-11623.615097840628,3
2.5,0.45,0.004242189354470853,0.0002755698989242843,0.01377542494981944,-11761.57777818044,3
2.5,0.5,0.004645696224195657,0.0002685813324809818,0.013572246375877298,-11722.89346853892,3
2.5,0.55,0.00471540659680746,0.0006295724308398543,0.014042979057278145,-11816.430608510971,3
2.5,0.6,0.005495261486703636,0.0007254894522517358,0.014679283310633342,-12012.587939580282,3
2.5,0.65,0.006114411906440016,0.0009197868199945845,0.013700800120595671,-11884.957865556082,3
2.5,0.7,0.007037888953359664,0.00035518949603454206,0.014179022325858838,-12111.597832679749,3
2.5,0.75,0.007667494078658056,0.00022163911253938757,0.014660240260263966,-12219.99956814448,3
2.5,0.8,0.007457534932615799,0.00046384804324749044,0.016055722245292618,-12277.824618498484,3
2.5,0.85,0.008401234175078797,0.0014633414710626483,0.01681663774019505,-12359.769265174866,3
2.5,0.9,0.009495160375119873,0.0005265494091914386,0.01637320895186665,-12466.269412358602,3
2.5,0.95,0.010271894501474541,0.00131786172044276,0.01623907658847276,-12672.471164067587,3
2.5,1.0,0.01249216966685799,0.0020581626446208594,0.016260370350290085,-12713.261169115702,3
