bk,kappa,seq,seed,contrast,SAA,E
50.0,1.0,block,2,0.010806763027875227,0.012886628824220267,-23839.371097564697
50.0,1.0,block,3,0.010852265907671507,0.015957617428542063,-23561.53108215332
50.0,1.0,block,4,0.011695913215016495,0.010352857035513124,-24130.432987213135
50.0,1.0,correlated,1,0.020338971410705262,0.02252575668724967,-26102.637000083923
50.0,1.0,correlated,2,0.03483233841064122,0.02577351437189541,-26858.212364673615
50.0,1.0,correlated,3,0.024191867226117925,0.022121467624378725,-25761.763520240784
50.0,1.0,correlated,4,0.019489189037097898,0.019395754975211205,-26173.78809928894
50.0,1.0,random,1,0.005213946844936385,0.010600288569329756,-22641.686935424805
50.0,1.0,random,2,0.005115597202255624,0.008941881056420315,-23143.801900863647
50.0,1.0,random,3,0.0053890255075303185,0.01448511358618346,-22350.90745162964
50.0,1.0,random,4,0.004838158043302449,0.014214915371374056,-22732.002479553223
